"$e_r []","TraceW [mm]","Freq [GHz]","dB(St(Trace_T1,Trace_T1)) []","dB(St(Trace_T2,Trace_T2)) []"
4.3,0.16,2.37,-13.4752951676625,-13.5975486926153
4.3,0.16,2.3725,-13.4665656332524,-13.5907417558028
4.3,0.16,2.375,-13.4579974258137,-13.5839522571139
4.3,0.16,2.3775,-13.4495978312783,-13.5771806947056
4.3,0.16,2.38,-13.4413732417688,-13.5704275861567
4.3,0.16,2.3825,-13.4333291180976,-13.5636934688393
4.3,0.16,2.385,-13.4254699676212,-13.5569789002905
4.3,0.16,2.3875,-13.4177993371827,-13.5502844585844
4.3,0.16,2.39,-13.4103198204757,-13.5436107427043
4.3,0.16,2.3925,-13.4030330788125,-13.5369583729135
4.3,0.16,2.395,-13.3959398739937,-13.5303279911254
4.3,0.16,2.3975,-13.3890401117578,-13.5237202612706
4.3,0.16,2.4,-13.3823328941386,-13.5171358696621
4.3,0.16,2.4025,-13.3758165789843,-13.5105755253565
4.3,0.16,2.405,-13.3694888448755,-13.5040399605108
4.3,0.16,2.4075,-13.3633467597257,-13.4975299307344
4.3,0.16,2.41,-13.3573868514434,-13.4910462154348
4.3,0.16,2.4125,-13.3516051791631,-13.4845896181561
4.3,0.16,2.415,-13.3459974037198,-13.4781609669098
4.3,0.16,2.4175,-13.3405588562145,-13.4717611144964
4.3,0.16,2.42,-13.3352846037123,-13.4653909388163
4.3,0.16,2.4225,-13.3301695112991,-13.4590513431704
4.3,0.16,2.425,-13.3252082999098,-13.4527432565465
4.3,0.16,2.4275,-13.3203955995102,-13.446467633893
4.3,0.16,2.43,-13.3157259973731,-13.4402254563766
4.3,0.16,2.4325,-13.3111940813261,-13.434017731623
4.3,0.16,2.435,-13.3067944779695,-13.4278454939397
4.3,0.16,2.4375,-13.3025218859627,-13.4217098045187
4.3,0.16,2.44,-13.2983711045558,-13.4156117516171
4.3,0.16,2.4425,-13.2943370576105,-13.4095524507149
4.3,0.16,2.445,-13.2904148133954,-13.4035330446472
4.3,0.16,2.4475,-13.2865996004757,-13.3975547037096
4.3,0.16,2.45,-13.2828868200353,-13.391618625734
4.3,0.16,2.4525,-13.2792720549757,-13.385726036134
4.3,0.16,2.455,-13.2757510761373,-13.3798781879164
4.3,0.16,2.4575,-13.272319845978,-13.3740763616575
4.3,0.16,2.46,-13.2689745200323,-13.3683218654415
4.3,0.16,2.4625,-13.2657114464547,-13.3626160347593
4.3,0.16,2.465,-13.2625271639321,-13.3569602323641
4.3,0.16,2.4675,-13.2594183982257,-13.3513558480825
4.3,0.16,2.47,-13.2563820575815,-13.3458042985777
4.3,0.16,2.4725,-13.2534152272245,-13.3403070270632
4.3,0.16,2.475,-13.250515163128,-13.3348655029626
4.3,0.16,2.4775,-13.2476792852287,-13.3294812215144
4.3,0.16,2.48,-13.2449051702365,-13.3241557033188
4.3,0.16,2.4825,-13.2421905441685,-13.3188904938227
4.3,0.16,2.485,-13.2395332747191,-13.3136871627408
4.3,0.16,2.4875,-13.2369313635606,-13.3085473034094
4.3,0.16,2.49,-13.2343829386549,-13.3034725320714
4.3,0.16,2.4925,-13.231886246643,-13.2984644870872
4.3,0.16,2.495,-13.2294396453661,-13.2935248280707
4.3,0.16,2.4975,-13.227041596564,-13.2886552349461
4.3,0.16,2.5,-13.224690658784,-13.2838574069239
4.3,0.16,2.5025,-13.2223854805292,-13.2791330613914
4.3,0.16,2.505,-13.2201247936635,-13.2744839327169
4.3,0.16,2.5075,-13.2179074070908,-13.2699117709636
4.3,0.16,2.51,-13.2157322007137,-13.2654183405105
4.3,0.16,2.5125,-13.2135981196799,-13.2610054185788
4.3,0.16,2.515,-13.2115041689149,-13.2566747936602
4.3,0.16,2.5175,-13.2094494079409,-13.252428263845
4.3,0.16,2.52,-13.2074329459781,-13.2482676350487
4.3,0.16,2.5225,-13.2054539373206,-13.2441947191343
4.3,0.16,2.525,-13.2035115769826,-13.2402113319287
4.3,0.16,2.5275,-13.2016050966041,-13.2363192911315
4.3,0.16,2.53,-13.1997337606072,-13.2325204141163
4.3,0.16,2.5325,-13.1978968625946,-13.2288165156213
4.3,0.16,2.535,-13.1960937219787,-13.2252094053303
4.3,0.16,2.5375,-13.1943236808314,-13.2217008853433
4.3,0.16,2.54,-13.1925861009451,-13.2182927475364
4.3,0.16,2.5425,-13.1908803610925,-13.2149867708123
4.3,0.16,2.545,-13.1892058544785,-13.2117847182413
4.3,0.16,2.5475,-13.1875619863709,-13.2086883340949
4.3,0.16,2.55,-13.1859481719032,-13.2056993407742
4.3,0.16,2.5525,-13.1843638340382,-13.2028194356343
4.3,0.16,2.555,-13.1828084016867,-13.2000502877093
4.3,0.16,2.5575,-13.1812813079691,-13.1973935343398
4.3,0.16,2.56,-13.1797819886163,-13.1948507777087
4.3,0.16,2.5625,-13.1783098804994,-13.1924235812897
4.3,0.16,2.565,-13.1768644202836,-13.190113466213
4.3,0.16,2.5675,-13.1754450431981,-13.1879219075561
4.3,0.16,2.57,-13.174051181918,-13.1858503305663
4.3,0.16,2.5725,-13.1726822655511,-13.1839001068215
4.3,0.16,2.575,-13.1713377187261,-13.1820725503401
4.3,0.16,2.5775,-13.1700169607764,-13.1803689136474
4.3,0.16,2.58,-13.1687194050162,-13.1787903838096
4.3,0.16,2.5825,-13.1674444581052,-13.1773380784468
4.3,0.16,2.585,-13.1661915194981,-13.1760130417361
4.3,0.16,2.5875,-13.164959980977,-13.1748162404184
4.3,0.16,2.59,-13.163749226263,-13.1737485598217
4.3,0.16,2.5925,-13.1625586307057,-13.1728107999161
4.3,0.16,2.595,-13.1613875610491,-13.1720036714148
4.3,0.16,2.5975,-13.1602353752719,-13.171327791939
4.3,0.16,2.6,-13.1591014225008,-13.1707836822608
4.3,0.16,2.6025,-13.157985042998,-13.1703717626448
4.3,0.16,2.605,-13.15688556822,-13.1700923493043
4.3,0.16,2.6075,-13.1558023209498,-13.1699456509927
4.3,0.16,2.61,-13.1547346155019,-13.1699317657496
4.3,0.16,2.6125,-13.1536817580003,-13.1700506778208
4.3,0.16,2.615,-13.1526430467315,-13.1703022547743
4.3,0.16,2.6175,-13.1516177725735,-13.170686244834
4.3,0.16,2.62,-13.1506052195016,-13.1712022744508
4.3,0.16,2.6225,-13.1496046651745,-13.171849846135
4.3,0.16,2.625,-13.1486153816013,-13.1726283365721
4.3,0.16,2.6275,-13.1476366358936,-13.173536995044
4.3,0.16,2.63,-13.1466676911047,-13.1745749421779
4.3,0.16,2.6325,-13.1457078071599,-13.1757411690463
4.3,0.16,2.635,-13.1447562418815,-13.1770345366404
4.3,0.16,2.6375,-13.1438122521121,-13.1784537757387
4.3,0.16,2.64,-13.1428750949426,-13.1799974871935
4.3,0.16,2.6425,-13.1419440290473,-13.181664142656
4.3,0.16,2.645,-13.1410183161343,-13.1834520857625
4.3,0.16,2.6475,-13.1400972225153,-13.185359533801
4.3,0.16,2.65,-13.1391800208024,-13.1873845798799
4.3,0.16,2.6525,-13.1382659917388,-13.1895251956159
4.3,0.16,2.655,-13.1373544261708,-13.1917792343622
4.3,0.16,2.6575,-13.1364446271699,-13.194144434993
4.3,0.16,2.66,-13.1355359123134,-13.1966184262623
4.3,0.16,2.6625,-13.1346276161351,-13.1991987317523
4.3,0.16,2.665,-13.1337190927535,-13.201882775428
4.3,0.16,2.6675,-13.1328097186925,-13.2046678878109
4.3,0.16,2.67,-13.131898895905,-13.2075513127864
4.3,0.16,2.6725,-13.1309860550128,-13.2105302150578
4.3,0.16,2.675,-13.1300706587787,-13.2136016882583
4.3,0.16,2.6775,-13.1291522058254,-13.2167627637334
4.3,0.16,2.68,-13.1282302346188,-13.2200104200046
4.3,0.16,2.6825,-13.1273043277349,-13.223341592925
4.3,0.16,2.685,-13.1263741164292,-13.2267531865383
4.3,0.16,2.6875,-13.1254392855323,-13.2302420846515
4.3,0.16,2.69,-13.1244995786937,-13.2338051631332
4.3,0.16,2.6925,-13.1235548040022,-13.2374393029504
4.3,0.16,2.695,-13.1226048400088,-13.2411414039556
4.3,0.16,2.6975,-13.1216496421857,-13.244908399441
4.3,0.16,2.7,-13.1206892498534,-13.2487372714759
4.3,0.16,2.7025,-13.1197237936139,-13.2526250670476
4.3,0.16,2.705,-13.1187535033308,-13.2565689150284
4.3,0.16,2.7075,-13.117778716701,-13.2605660439955
4.3,0.16,2.71,-13.1167998884663,-13.2646138009363
4.3,0.16,2.7125,-13.1158176003198,-13.2687096708742
4.3,0.16,2.715,-13.1148325715667,-13.2728512974614
4.3,0.16,2.7175,-13.1138456706039,-13.2770365045861
4.3,0.16,2.72,-13.1128579272921,-13.281263319057
4.3,0.16,2.7225,-13.1118705463,-13.2855299944336
4.3,0.16,2.725,-13.1108849215097,-13.2898350360826
4.3,0.16,2.7275,-13.1099026515816,-13.2941772275568
4.3,0.16,2.73,-13.1089255567887,-13.2985556584047
4.3,0.16,2.7325,-13.1079556972422,-13.3029697535376
4.3,0.16,2.735,-13.1069953926443,-13.3074193043014
4.3,0.16,2.7375,-13.1060472437201,-13.3119045014201
4.3,0.16,2.74,-13.1051141554996,-13.3164259700069
4.3,0.16,2.7425,-13.104199362638,-13.3209848068649
4.3,0.16,2.745,-13.1033064569914,-13.3255826203342
4.3,0.16,2.7475,-13.1024394176858,-13.330221572979
4.3,0.16,2.75,-13.1016026439518,-13.3349044274543
4.3,0.16,2.7525,-13.1008009910316,-13.3396345959362
4.3,0.16,2.755,-13.1000398095036,-13.3444161935643
4.3,0.16,2.7575,-13.0993249884181,-13.3492540964039
4.3,0.16,2.76,-13.0986630026895,-13.3541540045158
4.3,0.16,2.7625,-13.0980609652526,-13.3591225108079
4.3,0.16,2.765,-13.0975266845635,-13.3641671764454
4.3,0.16,2.7675,-13.0970687281042,-13.3692966137147
4.3,0.16,2.77,-13.0966964926523,-13.3745205773753
4.3,0.16,2.7725,-13.0964202821857,-13.379850065695
4.3,0.16,2.775,-13.0962513944252,-13.3852974325566
4.3,0.16,2.7775,-13.0962022171734,-13.3908765122451
4.3,0.16,2.78,-13.0962863357896,-13.396602758793
4.3,0.16,2.7825,-13.0965186533547,-13.4024934020719
4.3,0.16,2.785,-13.0969155253361,-13.4085676231978
4.3,0.16,2.7875,-13.0974949108615,-13.4148467522567
4.3,0.16,2.79,-13.0982765430732,-13.4213544919011
4.3,0.16,2.7925,-13.0992821214612,-13.428117171005
4.3,0.16,2.795,-13.10053552959,-13.4351640333481
4.3,0.16,2.7975,-13.1020630822527,-13.4425275672435
4.3,0.16,2.8,-13.1038938068358,-13.4502438831734
4.3,0.16,2.8025,-13.1060597645839,-13.4583531479076
4.3,0.16,2.805,-13.1085964185588,-13.4669000853125
4.3,0.16,2.8075,-13.1115430564405,-13.4759345562002
4.3,0.16,2.81,-13.1149432779712,-13.4855122322262
4.3,0.16,2.8125,-13.1188455588915,-13.4956953821706
4.3,0.16,2.815,-13.1233039057513,-13.5065537931045
4.3,0.16,2.8175,-13.1283786191313,-13.5181658542206
4.3,0.16,2.82,-13.1341371867574,-13.530619837801
4.3,0.16,2.8225,-13.1406553329577,-13.5440154203718
4.3,0.16,2.825,-13.1480182571886,-13.5584654981326
4.3,0.16,2.8275,-13.1563221023427,-13.574098365079
4.3,0.16,2.83,-13.1656757037692,-13.5910603409706
4.3,0.16,2.8325,-13.1762026830818,-13.6095189609927
4.3,0.16,2.835,-13.1880439678567,-13.6296668718029
4.3,0.16,2.8375,-13.2013608405055,-13.6517266227175
4.3,0.16,2.84,-13.2163386487053,-13.6759566005148
4.3,0.16,2.8425,-13.2331913481662,-13.7026584381074
4.3,0.16,2.845,-13.2521670995342,-13.7321863405741
4.3,0.16,2.8475,-13.2735552093933,-13.7649589307412
4.3,0.16,2.85,-13.2976947969606,-13.8014744417873
4.3,0.16,2.8525,-13.3249856917747,-13.8423304086283
4.3,0.16,2.855,-13.3559022352412,-13.888249483661
4.3,0.16,2.8575,-13.3910108859526,-13.9401137060849
4.3,0.16,2.86,-13.4309928350761,-13.9990106175221
4.3,0.16,2.8625,-13.4766732464003,-14.0662962551547
4.3,0.16,2.865,-13.529059264463,-14.1436826313807
4.3,0.16,2.8675,-13.5893895769508,-14.2333614583915
4.3,0.16,2.87,-13.6591989824311,-14.3381827249959
4.3,0.16,2.8725,-13.7404017611317,-14.46191835301
4.3,0.16,2.875,-13.8353966447491,-14.6096614777513
4.3,0.16,2.8775,-13.9471909015381,-14.7884486026995
4.3,0.16,2.88,-14.0795232674745,-15.0082605473913
4.3,0.16,2.8825,-14.2369117632634,-15.2836912245238
4.3,0.16,2.885,-14.4243945005609,-15.636839588528
4.3,0.16,2.8875,-14.6462633816979,-16.1025195800672
4.3,0.16,2.89,-14.9016771213154,-16.7379076066192
4.3,0.16,2.8925,-15.17077494237,-17.6398250775575
4.3,0.16,2.895,-15.3732558738736,-18.9639824888171
4.3,0.16,2.8975,-15.2644448269281,-20.7989597604261
4.3,0.16,2.9,-14.3182445591204,-21.5878267486241
4.3,0.16,2.9025,-12.110043415369,-17.5634648810539
4.3,0.16,2.905,-9.38402037089194,-12.5561955634008
4.3,0.16,2.9075,-7.75151973390377,-9.69629051546695
4.3,0.16,2.91,-7.58032404950925,-8.87962200189924
4.3,0.16,2.9125,-8.02799627190164,-8.96807729301697
4.3,0.16,2.915,-8.55335110113606,-9.28588908471541
4.3,0.16,2.9175,-9.00725245900671,-9.6144745282664
4.3,0.16,2.92,-9.37336253272794,-9.90147135260806
4.3,0.16,2.9225,-9.66509433671302,-10.1412444140541
4.3,0.16,2.925,-9.898678916191,-10.339530831351
4.3,0.16,2.9275,-10.0875436697089,-10.5037073280784
4.3,0.16,2.93,-10.2418796709218,-10.6403237674892
4.3,0.16,2.9325,-10.3692624334023,-10.7546792823738
4.3,0.16,2.935,-10.4753288864004,-10.8509392337563
4.3,0.16,2.9375,-10.5643124254946,-10.9323573720886
4.3,0.16,2.94,-10.639431682502,-11.0014830461305
4.3,0.16,2.9425,-10.7031660942699,-11.0603277725837
4.3,0.16,2.945,-10.7574506263343,-11.1104925058116
4.3,0.16,2.9475,-10.8038142012901,-11.1532631764738
4.3,0.16,2.95,-10.8434790983809,-11.1896821519787
4.3,0.16,2.9525,-10.8774331651887,-11.2206018487963
4.3,0.16,2.955,-10.906482918487,-11.246725207412
4.3,0.16,2.9575,-10.9312930645438,-11.2686364893848
4.3,0.16,2.96,-10.9524162561446,-11.2868249105815
4.3,0.16,2.9625,-10.9703157480982,-11.301702935045
4.3,0.16,2.965,-10.9853828278448,-11.3136205578726
4.3,0.16,2.9675,-10.9979503592495,-11.3228765499196
4.3,0.16,2.97,-11.0083034043769,-11.3297273818545
4.3,0.16,2.9725,-11.016687626489,-11.3343943609357
4.3,0.16,2.975,-11.0233159922406,-11.3370693801872
4.3,0.16,2.9775,-11.0283741584198,-11.3379195818954
4.3,0.16,2.98,-11.0320248326499,-11.3370911653161
4.3,0.16,2.9825,-11.034411327395,-11.3347125149959
4.3,0.16,2.985,-11.0356604749345,-11.3308967860817
4.3,0.16,2.9875,-11.0358850325165,-11.3257440528093
4.3,0.16,2.99,-11.0351856780367,-11.3193431034274
4.3,0.16,2.9925,-11.0336526747445,-11.311772947269
4.3,0.16,2.995,-11.0313672668173,-11.3031040861612
4.3,0.16,2.9975,-11.0284028548417,-11.2933995918726
4.3,0.16,3,-11.0248259903327,-11.2827160231174
4.3,0.17,2,-14.8834274551025,-14.7677906500511
4.3,0.17,2.0025,-14.8719685346667,-14.7598062707483
4.3,0.17,2.005,-14.8604057743603,-14.7518302390866
4.3,0.17,2.0075,-14.8487420653594,-14.7438626282276
4.3,0.17,2.01,-14.8369821328704,-14.735903511379
4.3,0.17,2.0125,-14.8251326920768,-14.7279529618002
4.3,0.17,2.015,-14.8132025645006,-14.7200110528078
4.3,0.17,2.0175,-14.8012027418167,-14.7120778577814
4.3,0.17,2.02,-14.7891463847709,-14.7041534501691
4.3,0.17,2.0225,-14.7770487466365,-14.6962379034935
4.3,0.17,2.025,-14.7649270137005,-14.6883312913578
4.3,0.17,2.0275,-14.7528000595666,-14.6804336874514
4.3,0.17,2.03,-14.7406881153822,-14.6725451655567
4.3,0.17,2.0325,-14.7286123640635,-14.6646657995548
4.3,0.17,2.035,-14.7165944726381,-14.656795663432
4.3,0.17,2.0375,-14.7046560823153,-14.6489348312866
4.3,0.17,2.04,-14.6928182801553,-14.6410833773349
4.3,0.17,2.0425,-14.6811010786654,-14.6332413759184
4.3,0.17,2.045,-14.669522929929,-14.6254089015106
4.3,0.17,2.0475,-14.6581002988555,-14.6175860287237
4.3,0.17,2.05,-14.6468473160042,-14.6097728323157
4.3,0.17,2.0525,-14.6357755246511,-14.601969387198
4.3,0.17,2.055,-14.6248937299864,-14.5941757684423
4.3,0.17,2.0575,-14.6142079513007,-14.5863920512884
4.3,0.17,2.06,-14.6037214714793,-14.5786183111518
4.3,0.17,2.0625,-14.5934349726668,-14.5708546236312
4.3,0.17,2.065,-14.5833467429976,-14.5631010645172
4.3,0.17,2.0675,-14.5734529369785,-14.5553577097994
4.3,0.17,2.07,-14.5637478714356,-14.5476246356756
4.3,0.17,2.0725,-14.5542243396607,-14.5399019185596
4.3,0.17,2.075,-14.5448739282183,-14.5321896350903
4.3,0.17,2.0775,-14.535687323411,-14.5244878621401
4.3,0.17,2.08,-14.5266545973036,-14.5167966768244
4.3,0.17,2.0825,-14.5177654661519,-14.5091161565102
4.3,0.17,2.085,-14.5090095168405,-14.5014463788258
4.3,0.17,2.0875,-14.5003763993339,-14.4937874216706
4.3,0.17,2.09,-14.491855985109,-14.4861393632246
4.3,0.17,2.0925,-14.4834384930349,-14.4785022819582
4.3,0.17,2.095,-14.4751145852168,-14.4708762566433
4.3,0.17,2.0975,-14.4668754359796,-14.4632613663627
4.3,0.17,2.1,-14.4587127774985,-14.4556576905217
4.3,0.17,2.1025,-14.4506189256546,-14.4480653088585
4.3,0.17,2.105,-14.4425867895791,-14.4404843014559
4.3,0.17,2.1075,-14.4346098681057,-14.4329147487523
4.3,0.17,2.11,-14.4266822360284,-14.4253567315537
4.3,0.17,2.1125,-14.4187985227024,-14.4178103310458
4.3,0.17,2.115,-14.4109538851559,-14.4102756288063
4.3,0.17,2.1175,-14.4031439775258,-14.4027527068173
4.3,0.17,2.12,-14.3953649183002,-14.3952416474786
4.3,0.17,2.1225,-14.387613256551,-14.3877425336205
4.3,0.17,2.125,-14.3798859380843,-14.3802554485178
4.3,0.17,2.1275,-14.3721802722126,-14.3727804759035
4.3,0.17,2.13,-14.3644938996639,-14.3653176999833
4.3,0.17,2.1325,-14.3568247619946,-14.3578672054498
4.3,0.17,2.135,-14.3491710727451,-14.3504290774977
4.3,0.17,2.1375,-14.3415312904791,-14.3430034018396
4.3,0.17,2.14,-14.3339040937737,-14.3355902647211
4.3,0.17,2.1425,-14.3262883581645,-14.3281897529375
4.3,0.17,2.145,-14.3186831350106,-14.3208019538502
4.3,0.17,2.1475,-14.3110876322114,-14.3134269554038
4.3,0.17,2.15,-14.303501196685,-14.3060648461438
4.3,0.17,2.1525,-14.2959232985062,-14.2987157152343
4.3,0.17,2.155,-14.2883535165923,-14.2913796524767
4.3,0.17,2.1575,-14.2807915258243,-14.2840567483286
4.3,0.17,2.16,-14.2732370854876,-14.2767470939232
4.3,0.17,2.1625,-14.2656900289241,-14.2694507810898
4.3,0.17,2.165,-14.2581502542852,-14.2621679023738
4.3,0.17,2.1675,-14.2506177162887,-14.2548985510581
4.3,0.17,2.17,-14.2430924188815,-14.247642821185
4.3,0.17,2.1725,-14.2355744087213,-14.2404008075786
4.3,0.17,2.175,-14.2280637693959,-14.2331726058675
4.3,0.17,2.1775,-14.2205606163041,-14.225958312509
4.3,0.17,2.18,-14.2130650921308,-14.218758024813
4.3,0.17,2.1825,-14.205577362854,-14.2115718409672
4.3,0.17,2.185,-14.1980976142254,-14.2043998600632
4.3,0.17,2.1875,-14.1906260486767,-14.1972421821228
4.3,0.17,2.19,-14.1831628826022,-14.1900989081253
4.3,0.17,2.1925,-14.1757083439784,-14.182970140036
4.3,0.17,2.195,-14.1682626702826,-14.1758559808349
4.3,0.17,2.1975,-14.1608261066775,-14.1687565345467
4.3,0.17,2.2,-14.1533989044311,-14.1616719062718
4.3,0.17,2.2025,-14.1459813195469,-14.1546022022178
4.3,0.17,2.205,-14.1385736115785,-14.1475475297323
4.3,0.17,2.2075,-14.1311760426091,-14.1405079973368
4.3,0.17,2.21,-14.1237888763763,-14.1334837147612
4.3,0.17,2.2125,-14.116412377525,-14.12647479298
4.3,0.17,2.215,-14.1090468109749,-14.119481344249
4.3,0.17,2.2175,-14.1016924413868,-14.1125034821438
4.3,0.17,2.22,-14.0943495327191,-14.105541321599
4.3,0.17,2.2225,-14.0870183478612,-14.098594978949
4.3,0.17,2.225,-14.0796991483358,-14.0916645719698
4.3,0.17,2.2275,-14.0723921940626,-14.0847502199226
4.3,0.17,2.23,-14.0650977431746,-14.0778520435985
4.3,0.17,2.2325,-14.0578160518809,-14.0709701653645
4.3,0.17,2.235,-14.0505473743721,-14.0641047092118
4.3,0.17,2.2375,-14.0432919627601,-14.0572558008045
4.3,0.17,2.24,-14.0360500670512,-14.0504235675314
4.3,0.17,2.2425,-14.0288219351456,-14.043608138558
4.3,0.17,2.245,-14.0216078128626,-14.0368096448817
4.3,0.17,2.2475,-14.0144079439858,-14.0300282193876
4.3,0.17,2.25,-14.0072225703282,-14.0232639969075
4.3,0.17,2.2525,-14.0000519318125,-14.0165171142796
4.3,0.17,2.255,-13.9928962665666,-14.0097877104114
4.3,0.17,2.2575,-13.985755811031,-14.0030759263445
4.3,0.17,2.26,-13.9786308000769,-13.9963819053209
4.3,0.17,2.2625,-13.971521467135,-13.989705792853
4.3,0.17,2.265,-13.9644280443311,-13.983047736795
4.3,0.17,2.2675,-13.9573507626305,-13.9764078874174
4.3,0.17,2.27,-13.9502898519877,-13.9697863974842
4.3,0.17,2.2725,-13.943245541503,-13.9631834223324
4.3,0.17,2.275,-13.9362180595828,-13.9565991199551
4.3,0.17,2.2775,-13.9292076341063,-13.9500336510875
4.3,0.17,2.28,-13.9222144925943,-13.9434871792956
4.3,0.17,2.2825,-13.9152388623839,-13.9369598710685
4.3,0.17,2.285,-13.9082809708046,-13.9304518959149
4.3,0.17,2.2875,-13.9013410453598,-13.9239634264619
4.3,0.17,2.29,-13.8944193139095,-13.9174946385586
4.3,0.17,2.2925,-13.8875160048575,-13.9110457113833
4.3,0.17,2.295,-13.8806313473408,-13.9046168275549
4.3,0.17,2.2975,-13.8737655714222,-13.8982081732487
4.3,0.17,2.3,-13.8669189082859,-13.8918199383166
4.3,0.17,2.3025,-13.8600915904358,-13.885452316412
4.3,0.17,2.305,-13.8532838518979,-13.87910550512
4.3,0.17,2.3075,-13.8464959284248,-13.8727797060926
4.3,0.17,2.31,-13.8397280577045,-13.8664751251892
4.3,0.17,2.3125,-13.8329804795722,-13.8601919726229
4.3,0.17,2.315,-13.8262534362268,-13.8539304631132
4.3,0.17,2.3175,-13.8195471724507,-13.8476908160443
4.3,0.17,2.32,-13.8128619358339,-13.8414732556302
4.3,0.17,2.3225,-13.8061979770038,-13.8352780110872
4.3,0.17,2.325,-13.7995555498586,-13.829105316813
4.3,0.17,2.3275,-13.7929349118071,-13.8229554125737
4.3,0.17,2.33,-13.7863363240133,-13.8168285436988
4.3,0.17,2.3325,-13.7797600516478,-13.8107249612844
4.3,0.17,2.335,-13.7732063641454,-13.8046449224057
4.3,0.17,2.3375,-13.7666755354689,-13.7985886903379
4.3,0.17,2.34,-13.7601678443818,-13.7925565347881
4.3,0.17,2.3425,-13.7536835747273,-13.7865487321363
4.3,0.17,2.345,-13.7472230157166,-13.7805655656878
4.3,0.17,2.3475,-13.740786462226,-13.7746073259368
4.3,0.17,2.35,-13.7343742151034,-13.7686743108424
4.3,0.17,2.3525,-13.7279865814847,-13.7627668261165
4.3,0.17,2.355,-13.7216238751218,-13.7568851855256
4.3,0.17,2.3575,-13.715286416721,-13.7510297112065
4.3,0.17,2.36,-13.7089745342946,-13.7452007339968
4.3,0.17,2.3625,-13.7026885635252,-13.7393985937809
4.3,0.17,2.365,-13.6964288481433,-13.7336236398532
4.3,0.17,2.3675,-13.6901957403204,-13.7278762312976
4.3,0.17,2.37,-13.6839896010775,-13.7221567373869
4.3,0.17,2.3725,-13.6778108007098,-13.7164655380003
4.3,0.17,2.375,-13.6716597192296,-13.7108030240629
4.3,0.17,2.3775,-13.6655367468274,-13.7051695980061
4.3,0.17,2.38,-13.6594422843539,-13.6995656742517
4.3,0.17,2.3825,-13.6533767438222,-13.6939916797204
4.3,0.17,2.385,-13.647340548933,-13.6884480543667
4.3,0.17,2.3875,-13.6413341356239,-13.6829352517406
4.3,0.17,2.39,-13.635357952644,-13.6774537395796
4.3,0.17,2.3925,-13.6294124621555,-13.6720040004313
4.3,0.17,2.395,-13.6234981403647,-13.6665865323095
4.3,0.17,2.3975,-13.6176154781831,-13.6612018493848
4.3,0.17,2.4,-13.6117649819215,-13.6558504827136
4.3,0.17,2.4025,-13.6059471740189,-13.650532981006
4.3,0.17,2.405,-13.6001625938087,-13.6452499114372
4.3,0.17,2.4075,-13.5944117983239,-13.6400018605031
4.3,0.17,2.41,-13.5886953631449,-13.6347894349246
4.3,0.17,2.4125,-13.5830138832923,-13.6296132626038
4.3,0.17,2.415,-13.5773679741674,-13.6244739936342
4.3,0.17,2.4175,-13.5717582725442,-13.6193723013708
4.3,0.17,2.42,-13.5661854376159,-13.6143088835615
4.3,0.17,2.4225,-13.5606501520998,-13.6092844635472
4.3,0.17,2.425,-13.5551531234054,-13.6042997915329
4.3,0.17,2.4275,-13.5496950848687,-13.5993556459359
4.3,0.17,2.43,-13.5442767970583,-13.5944528348164
4.3,0.17,2.4325,-13.5388990491584,-13.5895921973978
4.3,0.17,2.435,-13.5335626604343,-13.5847746056805
4.3,0.17,2.4375,-13.5282684817852,-13.5800009661591
4.3,0.17,2.44,-13.5230173973931,-13.575272221649
4.3,0.17,2.4425,-13.5178103264719,-13.5705893532315
4.3,0.17,2.445,-13.5126482251271,-13.5659533823261
4.3,0.17,2.4475,-13.5075320883323,-13.5613653729005
4.3,0.17,2.45,-13.5024629520323,-13.5568264338282
4.3,0.17,2.4525,-13.497441895383,-13.5523377214066
4.3,0.17,2.455,-13.4924700431379,-13.547900442048
4.3,0.17,2.4575,-13.4875485681931,-13.5435158551576
4.3,0.17,2.46,-13.4826786943033,-13.5391852762135
4.3,0.17,2.4625,-13.4778616989838,-13.5349100800675
4.3,0.17,2.465,-13.4730989166113,-13.5306917044829
4.3,0.17,2.4675,-13.4683917417421,-13.5265316539316
4.3,0.17,2.47,-13.463741632665,-13.5224315036723
4.3,0.17,2.4725,-13.4591501152085,-13.5183929041341
4.3,0.17,2.475,-13.4546187868244,-13.5144175856348
4.3,0.17,2.4775,-13.450149320972,-13.5105073634606
4.3,0.17,2.48,-13.4457434718287,-13.5066641433452
4.3,0.17,2.4825,-13.4414030793561,-13.5028899273804
4.3,0.17,2.485,-13.4371300747542,-13.4991868204026
4.3,0.17,2.4875,-13.4329264863379,-13.4955570368999
4.3,0.17,2.49,-13.4287944458766,-13.492002908488
4.3,0.17,2.4925,-13.4247361954375,-13.4885268920149
4.3,0.17,2.495,-13.4207540947833,-13.4851315783534
4.3,0.17,2.4975,-13.4168506293754,-13.4818197019534
4.3,0.17,2.5,-13.4130284190427,-13.4785941512316
4.3,0.17,2.5025,-13.4092902273807,-13.4754579798847
4.3,0.17,2.505,-13.4056389719554,-13.4724144192267
4.3,0.17,2.5075,-13.4020777353921,-13.4694668916578
4.3,0.17,2.51,-13.3986097774412,-13.46661902539
4.3,0.17,2.5125,-13.3952385481228,-13.4638746705689
