"$e_r []","TraceW [mm]","Freq [GHz]","dB(St(Trace_T1,Trace_T1)) []","dB(St(Trace_T2,Trace_T2)) []"
4.4,0.16,2.525,-12.889351451007,-12.9277186653661
4.4,0.16,2.5275,-12.8835959379348,-12.9225254653245
4.4,0.16,2.53,-12.8778774153811,-12.9173736380114
4.4,0.16,2.5325,-12.8721966494684,-12.912263883931
4.4,0.16,2.535,-12.8665544257572,-12.9071969290293
4.4,0.16,2.5375,-12.8609515505403,-12.902173525889
4.4,0.16,2.54,-12.8553888521856,-12.897194454993
4.4,0.16,2.5425,-12.8498671825322,-12.8922605260613
4.4,0.16,2.545,-12.8443874183447,-12.887372579467
4.4,0.16,2.5475,-12.8389504628315,-12.882531487736
4.4,0.16,2.55,-12.8335572472324,-12.877738157137
4.4,0.16,2.5525,-12.828208732482,-12.8729935293683
4.4,0.16,2.555,-12.8229059109552,-12.8682985833475
4.4,0.16,2.5575,-12.8176498083013,-12.8636543371129
4.4,0.16,2.56,-12.8124414853748,-12.8590618498439
4.4,0.16,2.5625,-12.8072820402703,-12.8545222240095
4.4,0.16,2.565,-12.8021726104702,-12.8500366076548
4.4,0.16,2.5675,-12.7971143751145,-12.845606196836
4.4,0.16,2.57,-12.7921085574026,-12.841232238215
4.4,0.16,2.5725,-12.7871564271375,-12.8369160318266
4.4,0.16,2.575,-12.7822593034242,-12.8326589340315
4.4,0.16,2.5775,-12.7774185575355,-12.8284623606704
4.4,0.16,2.58,-12.7726356159579,-12.8243277904351
4.4,0.16,2.5825,-12.7679119636327,-12.8202567684744
4.4,0.16,2.585,-12.7632491474096,-12.8162509102551
4.4,0.16,2.5875,-12.7586487797286,-12.8123119056979
4.4,0.16,2.59,-12.7541125425513,-12.8084415236137
4.4,0.16,2.5925,-12.7496421915617,-12.8046416164638
4.4,0.16,2.595,-12.7452395606599,-12.8009141254753
4.4,0.16,2.5975,-12.740906566774,-12.7972610861397
4.4,0.16,2.6,-12.736645215018,-12.7936846341317
4.4,0.16,2.6025,-12.7324576042271,-12.7901870116855
4.4,0.16,2.605,-12.7283459329023,-12.7867705744703
4.4,0.16,2.6075,-12.7243125056033,-12.7834377990125
4.4,0.16,2.61,-12.7203597398299,-12.7801912907154
4.4,0.16,2.6125,-12.7164901734364,-12.7770337925346
4.4,0.16,2.615,-12.7127064726307,-12.7739681943729
4.4,0.16,2.6175,-12.7090114406124,-12.7709975432651
4.4,0.16,2.62,-12.7054080269116,-12.7681250544328
4.4,0.16,2.6225,-12.7018993374977,-12.7653541232975
4.4,0.16,2.625,-12.6984886457326,-12.7626883385507
4.4,0.16,2.6275,-12.6951794042556,-12.7601314963921
4.4,0.16,2.63,-12.6919752578921,-12.7576876160616
4.4,0.16,2.6325,-12.6888800576941,-12.7553609568021
4.4,0.16,2.635,-12.6858978762296,-12.7531560364152
4.4,0.16,2.6375,-12.6830330242543,-12.7510776515827
4.4,0.16,2.64,-12.680290068915,-12.749130900159
4.4,0.16,2.6425,-12.6776738536526,-12.7473212056599
4.4,0.16,2.645,-12.6751895199932,-12.7456543442061
4.4,0.16,2.6475,-12.6728425314425,-12.744136474216
4.4,0.16,2.65,-12.6706386997239,-12.7427741691814
4.4,0.16,2.6525,-12.6685842136341,-12.7415744539089
4.4,0.16,2.655,-12.6666856708291,-12.7405448446631
4.4,0.16,2.6575,-12.6649501128916,-12.7396933937136
4.4,0.16,2.66,-12.663385064085,-12.7390287388623
4.4,0.16,2.6625,-12.6619985742547,-12.7385601586145
4.4,0.16,2.665,-12.6607992664027,-12.7382976337615
4.4,0.16,2.6675,-12.6597963895408,-12.7382519162646
4.4,0.16,2.67,-12.658999877519,-12.7384346064711
4.4,0.16,2.6725,-12.6584204146283,-12.7388582398676
4.4,0.16,2.675,-12.6580695089052,-12.7395363847738
4.4,0.16,2.6775,-12.6579595742077,-12.7404837526236
4.4,0.16,2.68,-12.6581040223073,-12.7417163227693
4.4,0.16,2.6825,-12.6585173664425,-12.7432514840899
4.4,0.16,2.685,-12.659215338022,-12.7451081961023
4.4,0.16,2.6875,-12.6602150184479,-12.7473071727808
4.4,0.16,2.69,-12.6615349883744,-12.7498710929036
4.4,0.16,2.6925,-12.663195497117,-12.7528248414907
4.4,0.16,2.695,-12.6652186554176,-12.7561957878162
4.4,0.16,2.6975,-12.6676286553488,-12.7600141066041
4.4,0.16,2.7,-12.6704520218422,-12.7643131504048
4.4,0.16,2.7025,-12.6737179011656,-12.7691298828783
4.4,0.16,2.705,-12.6774583926898,-12.774505384862
4.4,0.16,2.7075,-12.681708931513,-12.7804854477971
4.4,0.16,2.71,-12.6865087309944,-12.7871212724853
4.4,0.16,2.7125,-12.6919012960427,-12.7944702954536
4.4,0.16,2.715,-12.6979350201779,-12.8025971706831
4.4,0.16,2.7175,-12.7046638820023,-12.81157494148
4.4,0.16,2.72,-12.7121482598713,-12.8214864463173
4.4,0.16,2.7225,-12.7204558873156,-12.8324260142035
4.4,0.16,2.725,-12.7296629762236,-12.8445015204454
4.4,0.16,2.7275,-12.7398555399665,-12.8578368937683
4.4,0.16,2.73,-12.7511309545043,-12.8725751923209
4.4,0.16,2.7325,-12.7635998018109,-12.8888824014273
4.4,0.16,2.735,-12.7773880461257,-12.9069521532408
4.4,0.16,2.7375,-12.7926395983321,-12.9270116321521
4.4,0.16,2.74,-12.8095193246593,-12.9493290160412
4.4,0.16,2.7425,-12.8282165480559,-12.9742229207563
4.4,0.16,2.745,-12.8489490647374,-13.002074475173
4.4,0.16,2.7475,-12.8719676371216,-13.0333428723643
4.4,0.16,2.75,-12.8975607946882,-13.0685855386043
4.4,0.16,2.7525,-12.9260595138145,-13.1084844588605
4.4,0.16,2.755,-12.957840837071,-13.1538807144103
4.4,0.16,2.7575,-12.9933285016602,-13.2058199211172
4.4,0.16,2.76,-13.0329867263388,-13.2656119225808
4.4,0.16,2.7625,-13.0772995689506,-13.3349084815864
4.4,0.16,2.765,-13.1267209433746,-13.4158019077596
4.4,0.16,2.7675,-13.1815659325555,-13.5109430371426
4.4,0.16,2.77,-13.2417854152737,-13.6236620211107
4.4,0.16,2.7725,-13.3065097388655,-13.75803229222
4.4,0.16,2.775,-13.3731398952786,-13.9187006927206
4.4,0.16,2.7775,-13.4355784051915,-14.1099978248611
