"$e_r []","TraceW [mm]","Freq [GHz]","re(Zin) []","im(Zin) []"
4.4,0.16,2.9325,30.1167897149214,-9.7856053919669
4.4,0.16,2.935,30.1923121286386,-9.73592350770074
4.4,0.16,2.9375,30.2743985974478,-9.69239377655666
4.4,0.16,2.94,30.3665392523122,-9.65564944307337
4.4,0.16,2.9425,30.4737313993365,-9.62733576854983
4.4,0.16,2.945,30.6034869394189,-9.61097333783644
4.4,0.16,2.9475,30.7676645328482,-9.61397282576355
4.4,0.16,2.95,30.9858483494725,-9.65276487807814
4.4,0.16,2.9525,31.2910369280589,-9.76745464927153
4.4,0.16,2.955,31.7323073789223,-10.0695068305383
4.4,0.16,2.9575,32.2930719522743,-10.9052367719682
4.4,0.16,2.96,32.0156702122234,-12.9754921766788
4.4,0.16,2.9625,28.9360137784576,-13.5964688603929
4.4,0.16,2.965,27.8259424697933,-11.6031790331895
4.4,0.16,2.9675,28.0866200340907,-10.5046552992482
4.4,0.16,2.97,28.4161710415247,-10.0015371182172
4.4,0.16,2.9725,28.6657075675163,-9.73542102688229
4.4,0.16,2.975,28.8479664706612,-9.5732738163158
4.4,0.16,2.9775,28.9836920840113,-9.46293376388394
4.4,0.16,2.98,29.0874501143612,-9.38126303739462
4.4,0.16,2.9825,29.1686847372431,-9.316822302727
4.4,0.16,2.985,29.2335641246356,-9.26343730747342
4.4,0.16,2.9875,29.2862229884176,-9.21753135618016
4.4,0.16,2.99,29.3295147870466,-9.17690936359691
4.4,0.16,2.9925,29.3654642716574,-9.14015810934934
4.4,0.16,2.995,29.3955450042563,-9.10633033557858
4.4,0.16,2.9975,29.4208540139973,-9.07476890181232
4.4,0.16,3,29.4422247052257,-9.04500419545488
4.4,0.17,2,37.4248913532194,-10.8209637674818
4.4,0.17,2.0025,37.4071305329007,-10.8164489564344
4.4,0.17,2.005,37.3895132407853,-10.8119036231485
4.4,0.17,2.0075,37.3720484039121,-10.8073337618441
4.4,0.17,2.01,37.3547454639264,-10.8027465005242
4.4,0.17,2.0125,37.3376143505371,-10.7981502856763
4.4,0.17,2.015,37.3206654320704,-10.7935550926719
4.4,0.17,2.0175,37.3039094357341,-10.7889726636719
4.4,0.17,2.02,37.2873573283824,-10.7844167741137
4.4,0.17,2.0225,37.2710201464313,-10.7799035276215
4.4,0.17,2.025,37.2549087611529,-10.7754516772443
4.4,0.17,2.0275,37.2390335629491,-10.7710829680296
4.4,0.17,2.03,37.2234040455319,-10.7668224917774
4.4,0.17,2.0325,37.2080282685286,-10.7626990390246
4.4,0.17,2.035,37.19291217538,-10.7587454255014
4.4,0.17,2.0375,37.178058743274,-10.7549987601244
4.4,0.17,2.04,37.163466944376,-10.7515006088389
4.4,0.17,2.0425,37.1491305043008,-10.7482969933923
4.4,0.17,2.045,37.1350364565751,-10.7454381470936
4.4,0.17,2.0475,37.1211635130295,-10.7429779324086
4.4,0.17,2.05,37.1074803019342,-10.7409728108583
4.4,0.17,2.0525,37.0939435699133,-10.7394802489432
4.4,0.17,2.055,37.0804965002539,-10.7385564515807
4.4,0.17,2.0575,37.0670673659692,-10.7382533454979
4.4,0.17,2.06,37.0535688026634,-10.7386147984209
4.4,0.17,2.0625,37.039898039096,-10.7396721629686
4.4,0.17,2.065,37.0259384406089,-10.7414393777789
4.4,0.17,2.0675,37.0115626760125,-10.7439080317052
4.4,0.17,2.07,36.9966376877583,-10.7470429724394
4.4,0.17,2.0725,36.9810314166734,-10.7507791733093
4.4,0.17,2.075,36.9646209203244,-10.7550206043965
4.4,0.17,2.0775,36.9473011777278,-10.7596417341362
4.4,0.17,2.08,36.9289935759363,-10.7644919910307
4.4,0.17,2.0825,36.9096529244555,-10.769403068777
4.4,0.17,2.085,36.8892719205866,-10.7741984480479
4.4,0.17,2.0875,36.8678823146569,-10.7787040628704
4.4,0.17,2.09,36.8455525418256,-10.7827587883212
4.4,0.17,2.0925,36.8223821715122,-10.7862234488034
4.4,0.17,2.095,36.7984940251853,-10.7889873384036
4.4,0.17,2.0975,36.7740251066793,-10.7909717197985
4.4,0.17,2.1,36.7491175260614,-10.7921302917782
4.4,0.17,2.1025,36.7239104082186,-10.792447057996
4.4,0.17,2.105,36.6985334471745,-10.7919323075821
4.4,0.17,2.1075,36.6731023999412,-10.7906175105157
4.4,0.17,2.11,36.6477164942389,-10.7885498678809
4.4,0.17,2.1125,36.6224575004564,-10.7857870975232
4.4,0.17,2.115,36.5973901001914,-10.7823928398038
4.4,0.17,2.1175,36.5725631556954,-10.7784328827835
4.4,0.17,2.12,36.54801151848,-10.7739722580999
4.4,0.17,2.1225,36.5237580824644,-10.7690731570788
4.4,0.17,2.125,36.499815864443,-10.7637935581829
4.4,0.17,2.1275,36.4761899673624,-10.7581864325694
4.4,0.17,2.13,36.4528793422152,-10.7522993935859
4.4,0.17,2.1325,36.4298783098494,-10.7461746689057
4.4,0.17,2.135,36.4071778354848,-10.7398492933772
4.4,0.17,2.1375,36.3847665685677,-10.7333554416279
4.4,0.17,2.14,36.3626316716127,-10.7267208391167
4.4,0.17,2.1425,36.3407594664799,-10.719969207247
4.4,0.17,2.145,36.3191359273003,-10.7131207118727
4.4,0.17,2.1475,36.2977470476061,-10.7061923951543
4.4,0.17,2.15,36.2765791063082,-10.6991985786326
4.4,0.17,2.1525,36.2556188537557,-10.6921512310657
4.4,0.17,2.155,36.2348536356694,-10.6850602985015
4.4,0.17,2.1575,36.2142714695435,-10.6779339966561
4.4,0.17,2.16,36.1938610852791,-10.6707790673015
4.4,0.17,2.1625,36.1736119393866,-10.6636010012993
4.4,0.17,2.165,36.1535142100778,-10.6564042313814
4.4,0.17,2.1675,36.1335587789158,-10.6491922979231
4.4,0.17,2.17,36.1137372033594,-10.6419679908924
4.4,0.17,2.1725,36.0940416834835,-10.6347334709803
4.4,0.17,2.175,36.074465025324,-10.6274903726706
4.4,0.17,2.1775,36.055000602648,-10.620239891732
4.4,0.17,2.18,36.0356423184513,-10.6129828593341
4.4,0.17,2.1825,36.0163845671017,-10.6057198047222
4.4,0.17,2.185,35.9972221977575,-10.5984510081323
4.4,0.17,2.1875,35.9781504794717,-10.5911765454012
4.4,0.17,2.19,35.9591650682322,-10.5838963255229
4.4,0.17,2.1925,35.9402619760667,-10.576610122223
4.4,0.17,2.195,35.921437542258,-10.5693176004658
4.4,0.17,2.1975,35.902688406653,-10.5620183386733
4.4,0.17,2.2,35.8840114850068,-10.55471184732
4.4,0.17,2.2025,35.8654039462751,-10.5473975844638
4.4,0.17,2.205,35.8468631917529,-10.5400749686905
4.4,0.17,2.2075,35.8283868359442,-10.532743389876
4.4,0.17,2.21,35.809972689047,-10.5254022181069
4.4,0.17,2.2125,35.791618740936,-10.5180508110493
4.4,0.17,2.215,35.7733231465261,-10.5106885200093
4.4,0.17,2.2175,35.7550842124102,-10.5033146948929
4.4,0.17,2.22,35.7369003846625,-10.495928688239
4.4,0.17,2.2225,35.7187702377119,-10.4885298584737
4.4,0.17,2.225,35.7006924641919,-10.4811175725103
4.4,0.17,2.2275,35.6826658656833,-10.4736912078005
4.4,0.17,2.23,35.6646893442698,-10.4662501539267
4.4,0.17,2.2325,35.6467618948357,-10.4587938138088
4.4,0.17,2.235,35.6288825980385,-10.4513216045914
4.4,0.17,2.2375,35.6110506138971,-10.4438329582634
4.4,0.17,2.24,35.5932651759399,-10.4363273220561
4.4,0.17,2.2425,35.5755255858621,-10.4288041586583
4.4,0.17,2.245,35.5578312086478,-10.4212629462799
4.4,0.17,2.2475,35.540181468115,-10.4137031785925
4.4,0.17,2.25,35.5225758428452,-10.4061243645686
4.4,0.17,2.2525,35.5050138624648,-10.3985260282394
4.4,0.17,2.255,35.4874951042457,-10.3909077083884
4.4,0.17,2.2575,35.4700191899991,-10.383268958192
4.4,0.17,2.26,35.4525857832353,-10.3756093448214
4.4,0.17,2.2625,35.4351945865669,-10.367928449013
4.4,0.17,2.265,35.4178453393358,-10.3602258646169
4.4,0.17,2.2675,35.4005378154431,-10.3525011981294
4.4,0.17,2.27,35.383271821366,-10.3447540682146
4.4,0.17,2.2725,35.3660471943463,-10.3369841052208
4.4,0.17,2.275,35.3488638007358,-10.3291909506949
4.4,0.17,2.2775,35.3317215344858,-10.3213742568964
4.4,0.17,2.28,35.3146203157698,-10.3135336863167
4.4,0.17,2.2825,35.2975600897284,-10.3056689112017
4.4,0.17,2.285,35.2805408253272,-10.2977796130829
4.4,0.17,2.2875,35.2635625143186,-10.2898654823156
4.4,0.17,2.29,35.2466251702999,-10.2819262176261
4.4,0.17,2.2925,35.2297288278615,-10.2739615256687
4.4,0.17,2.295,35.2128735418172,-10.2659711205928
4.4,0.17,2.2975,35.1960593865116,-10.2579547236197
4.4,0.17,2.3,35.1792864551999,-10.249912062631
4.4,0.17,2.3025,35.1625548594941,-10.2418428717658
4.4,0.17,2.305,35.1458647288726,-10.2337468910296
4.4,0.17,2.3075,35.1292162102478,-10.225623865913
4.4,0.17,2.31,35.11260946759,-10.2174735470196
4.4,0.17,2.3125,35.0960446816027,-10.2092956897047
4.4,0.17,2.315,35.0795220494475,-10.2010900537226
4.4,0.17,2.3175,35.063041784516,-10.1928564028828
4.4,0.17,2.32,35.0466041162462,-10.1845945047149
4.4,0.17,2.3225,35.0302092899806,-10.1763041301418
4.4,0.17,2.325,35.0138575668666,-10.1679850531604
4.4,0.17,2.3275,34.9975492237943,-10.1596370505296
4.4,0.17,2.33,34.9812845533734,-10.1512599014649
4.4,0.17,2.3325,34.9650638639461,-10.1428533873395
4.4,0.17,2.335,34.9488874796354,-10.1344172913916
4.4,0.17,2.3375,34.9327557404289,-10.1259513984367
4.4,0.17,2.34,34.9166690022958,-10.1174554945849
4.4,0.17,2.3425,34.9006276373382,-10.1089293669627
4.4,0.17,2.345,34.8846320339749,-10.1003728034394
4.4,0.17,2.3475,34.8686825971589,-10.0917855923561
4.4,0.17,2.35,34.8527797486265,-10.0831675222588
4.4,0.17,2.3525,34.8369239271811,-10.0745183816336
4.4,0.17,2.355,34.8211155890075,-10.0658379586444
4.4,0.17,2.3575,34.8053552080218,-10.0571260408723
4.4,0.17,2.36,34.7896432762535,-10.0483824150562
4.4,0.17,2.3625,34.7739803042617,-10.039606866835
4.4,0.17,2.365,34.7583668215872,-10.0307991804892
4.4,0.17,2.3675,34.7428033772389,-10.0219591386838
4.4,0.17,2.37,34.7272905402169,-10.0130865222093
4.4,0.17,2.3725,34.7118289000739,-10.0041811097236
4.4,0.17,2.375,34.6964190675135,-9.99524267749098
4.4,0.17,2.3775,34.6810616750298,-9.98627099912047
4.4,0.17,2.38,34.6657573775878,-9.97726584530162
4.4,0.17,2.3825,34.650506853346,-9.96822698353765
4.4,0.17,2.385,34.6353108044242,-9.9591541778756
4.4,0.17,2.3875,34.6201699577173,-9.95004718863295
4.4,0.17,2.39,34.6050850657577,-9.94090577212023
4.4,0.17,2.3925,34.590056907628,-9.9317296803591
4.4,0.17,2.395,34.5750862899267,-9.92251866079549
4.4,0.17,2.3975,34.5601740477895,-9.91327245600742
4.4,0.17,2.4,34.5453210459689,-9.90399080340671
4.4,0.17,2.4025,34.5305281799751,-9.89467343493427
4.4,0.17,2.405,34.5157963772809,-9.88532007674844
4.4,0.17,2.4075,34.5011265985954,-9.87593044890576
4.4,0.17,2.41,34.4865198392085,-9.86650426503376
4.4,0.17,2.4125,34.471977130412,-9.85704123199493
4.4,0.17,2.415,34.457499541,-9.84754104954164
4.4,0.17,2.4175,34.443088178854,-9.83800340996112
4.4,0.17,2.42,34.4287441926183,-9.82842799771006
4.4,0.17,2.4225,34.4144687734694,-9.81881448903812
4.4,0.17,2.425,34.4002631569874,-9.80916255159962
4.4,0.17,2.4275,34.3861286251331,-9.79947184405296
4.4,0.17,2.43,34.3720665083398,-9.78974201564692
4.4,0.17,2.4325,34.3580781877253,-9.77997270579288
4.4,0.17,2.435,34.344165097433,-9.77016354362289
4.4,0.17,2.4375,34.3303287271097,-9.76031414753212
4.4,0.17,2.44,34.3165706245291,-9.75042412470526
4.4,0.17,2.4425,34.3028923983716,-9.74049307062606
4.4,0.17,2.445,34.2892957211698,-9.73052056856911
4.4,0.17,2.4475,34.2757823324314,-9.72050618907302
4.4,0.17,2.45,34.2623540419514,-9.71044948939413
4.4,0.17,2.4525,34.2490127333284,-9.70035001293993
4.4,0.17,2.455,34.2357603676962,-9.69020728868115
4.4,0.17,2.4575,34.2225989876893,-9.68002083054184
4.4,0.17,2.46,34.2095307216572,-9.66979013676619
4.4,0.17,2.4625,34.1965577881458,-9.65951468926151
4.4,0.17,2.465,34.1836825006663,-9.64919395291615
4.4,0.17,2.4675,34.1709072727721,-9.63882737489171
4.4,0.17,2.47,34.158234623468,-9.62841438388823
4.4,0.17,2.4725,34.1456671829751,-9.61795438938208
4.4,0.17,2.475,34.1332076988811,-9.60744678083522
4.4,0.17,2.4775,34.1208590427037,-9.59689092687506
4.4,0.17,2.48,34.1086242169019,-9.58628617444476
4.4,0.17,2.4825,34.0965063623679,-9.57563184792249
4.4,0.17,2.485,34.0845087664418,-9.56492724820989
4.4,0.17,2.4875,34.0726348714888,-9.55417165178913
4.4,0.17,2.49,34.0608882840859,-9.54336430974829
4.4,0.17,2.4925,34.0492727848707,-9.53250444677517
4.4,0.17,2.495,34.0377923391048,-9.52159126012011
4.4,0.17,2.4975,34.0264511080166,-9.51062391852819
4.4,0.17,2.5,34.0152534609872,-9.49960156114209
4.4,0.17,2.5025,34.0042039886563,-9.48852329637735
4.4,0.17,2.505,33.9933075170269,-9.47738820077168
4.4,0.17,2.5075,33.9825691226601,-9.46619531781199
4.4,0.17,2.51,33.9719941490586,-9.45494365674235
4.4,0.17,2.5125,33.9615882243474,-9.44363219135786
4.4,0.17,2.515,33.9513572803736,-9.43225985879053
4.4,0.17,2.5175,33.9413075733586,-9.42082555829452
4.4,0.17,2.52,33.9314457062509,-9.40932815004009
4.4,0.17,2.5225,33.9217786529454,-9.39776645392741
4.4,0.17,2.525,33.9123137845514,-9.38613924843431
4.4,0.17,2.5275,33.9030588979135,-9.37444526951412
4.4,0.17,2.53,33.8940222466139,-9.36268320956442
4.4,0.17,2.5325,33.8852125747084,-9.35085171649084
4.4,0.17,2.535,33.8766391534827,-9.33894939289491
4.4,0.17,2.5375,33.8683118215438,-9.32697479542221
4.4,0.17,2.54,33.8602410286068,-9.31492643431186
4.4,0.17,2.5425,33.8524378833755,-9.30280277319964
4.4,0.17,2.545,33.8449142059693,-9.29060222923458
4.4,0.17,2.5475,33.837682585404,-9.27832317358279
4.4,0.17,2.55,33.8307564427022,-9.26596393240599
4.4,0.17,2.5525,33.8241501002809,-9.25352278841985
4.4,0.17,2.555,33.8178788583546,-9.24099798315851
4.4,0.17,2.5575,33.8119590791873,-9.22838772009656
4.4,0.17,2.56,33.8064082801472,-9.21569016881066
4.4,0.17,2.5625,33.8012452366457,-9.20290347039984
4.4,0.17,2.565,33.7964900961985,-9.19002574442824
4.4,0.17,2.5675,33.7921645050292,-9.17705509770865
4.4,0.17,2.57,33.7882917488361,-9.16398963531105
4.4,0.17,2.5725,33.7848969095959,-9.15082747426152
4.4,0.17,2.575,33.7820070405546,-9.13756676049515
4.4,0.17,2.5775,33.7796513618957,-9.1242056897484
4.4,0.17,2.58,33.7778614799647,-9.11074253322417
4.4,0.17,2.5825,33.7766716333958,-9.09717566904772
4.4,0.17,2.585,33.7761189700308,-9.0835036207575
4.4,0.17,2.5875,33.7762438591747,-9.06972510435771
4.4,0.17,2.59,33.7770902445013,-9.05583908580954
4.4,0.17,2.5925,33.7787060438475,-9.0418448512771
4.4,0.17,2.595,33.7811436032383,-9.02774209299301
4.4,0.17,2.5975,33.7844602138092,-9.01353101430143
4.4,0.17,2.6,33.7887187018898,-8.99921245831035
4.4,0.17,2.6025,33.7939881044426,-8.98478806569538
4.4,0.17,2.605,33.8003444443898,-8.9702604686123
4.4,0.17,2.6075,33.8078716232077,-8.95563352948876
4.4,0.17,2.61,33.8166624516462,-8.94091263579717
4.4,0.17,2.6125,33.8268198436896,-8.92610506492969
4.4,0.17,2.615,33.8384582041146,-8.91122043721908
4.4,0.17,2.6175,33.8517050464684,-8.89627128028052
4.4,0.17,2.62,33.8667028862958,-8.88127373459945
4.4,0.17,2.6225,33.8836114644002,-8.86624843922196
4.4,0.17,2.625,33.9026103673315,-8.85122164830155
4.4,0.17,2.6275,33.9239021278165,-8.83622664521094
4.4,0.17,2.63,33.9477159073126,-8.821305542471
4.4,0.17,2.6325,33.9743118873278,-8.80651158506501
4.4,0.17,2.635,34.0039865269433,-8.79191211489816
4.4,0.17,2.6375,34.0370788827288,-8.7775924097274
4.4,0.17,2.64,34.0739782359704,-8.76366068735804
4.4,0.17,2.6425,34.1151333331454,-8.75025467488584
4.4,0.17,2.645,34.1610636213877,-8.73755029751508
4.4,0.17,2.6475,34.2123729535828,-8.72577326336092
4.4,0.17,2.65,34.2697663487644,-8.71521464197965
4.4,0.17,2.6525,34.3340705203981,-8.70625200458117
4.4,0.17,2.655,34.4062590178131,-8.69937838921243
4.4,0.17,2.6575,34.4874829372925,-8.69524239336059
4.4,0.17,2.66,34.5791081860006,-8.69470426552995
4.4,0.17,2.6625,34.6827600862878,-8.6989152596694
4.4,0.17,2.665,34.8003753986991,-8.7094311941679
4.4,0.17,2.6675,34.9342600115443,-8.72837684390013
4.4,0.17,2.67,35.0871463316219,-8.75868659667716
4.4,0.17,2.6725,35.2622351960113,-8.80446033107288
4.4,0.17,2.675,35.4631874692123,-8.87149376064066
4.4,0.17,2.6775,35.6939891212632,-8.96807114297261
4.4,0.17,2.68,35.9585274294869,-9.10614277780833
4.4,0.17,2.6825,36.2595394453354,-9.30303111773848
4.4,0.17,2.685,36.5962450612648,-9.58374421663306
4.4,0.17,2.6875,36.9593448828878,-9.98359128811403
4.4,0.17,2.69,37.3211632882369,-10.5494582387596
4.4,0.17,2.6925,37.6184632901335,-11.334448306365
4.4,0.17,2.695,37.7300845824419,-12.3733434477247
4.4,0.17,2.6975,37.4715125842409,-13.6217635611741
4.4,0.17,2.7,36.6645854012719,-14.8732389161081
4.4,0.17,2.7025,35.3139025947665,-15.7693858520981
4.4,0.17,2.705,33.7190074402638,-16.0255392776187
4.4,0.17,2.7075,32.2868075392021,-15.6668860105647
4.4,0.17,2.71,31.2448881542893,-14.9527423166125
4.4,0.17,2.7125,30.5962077979888,-14.14085932362
4.4,0.17,2.715,30.2415889444488,-13.3784056641474
4.4,0.17,2.7175,30.0769002367704,-12.7195391210438
4.4,0.17,2.72,30.0254721276893,-12.1700509860301
4.4,0.17,2.7225,30.0380938201907,-11.7172802908375
4.4,0.17,2.725,30.085060410201,-11.3442870434975
4.4,0.17,2.7275,30.1489608372784,-11.0352557943469
4.4,0.17,2.73,30.219764632425,-10.7770225682133
4.4,0.17,2.7325,30.2917890019951,-10.5591296040446
4.4,0.17,2.735,30.3618964785045,-10.3734233893354
4.4,0.17,2.7375,30.4284371116939,-10.2135813334136
4.4,0.17,2.74,30.4906281889198,-10.0746935976548
4.4,0.17,2.7425,30.5481890740551,-9.9529281238233
4.4,0.17,2.745,30.6011251309245,-9.84527325499666
4.4,0.17,2.7475,30.6495993562483,-9.74934349032146
4.4,0.17,2.75,30.6938560459519,-9.66323379595396
4.4,0.17,2.7525,30.7341755848123,-9.58541032702252
4.4,0.17,2.755,30.7708479819287,-9.51462816642016
4.4,0.17,2.7575,30.8041577504358,-9.44986905519422
4.4,0.17,2.76,30.8343756629857,-9.39029394079298
4.4,0.17,2.7625,30.8617546627564,-9.33520655482421
4.4,0.17,2.765,30.8865282630719,-9.28402524745416
4.4,0.17,2.7675,30.9089104097278,-9.2362610432187
4.4,0.17,2.77,30.9290961736974,-9.19150041747621
4.4,0.17,2.7725,30.9472628853703,-9.14939168044348
4.4,0.17,2.775,30.9635714729668,-9.10963413800975
4.4,0.17,2.7775,30.9781678623899,-9.07196940501531
4.4,0.17,2.78,30.9911843549424,-9.03617439861911
4.4,0.17,2.7825,31.0027409362667,-9.00205565188115
4.4,0.17,2.785,31.0129464927752,-8.96944467152558
4.4,0.17,2.7875,31.0218999258755,-8.93819412674892
4.4,0.17,2.79,31.0296911627211,-8.90817470343409
4.4,0.17,2.7925,31.0364020670904,-8.87927249423476
4.4,0.17,2.795,31.0421072566371,-8.85138682260994
4.4,0.17,2.7975,31.0468748340077,-8.82442842014855
4.4,0.17,2.8,31.0507670397178,-8.79831789298553
4.4,0.17,2.8025,31.0538408345755,-8.77298442593635
4.4,0.17,2.805,31.0561484190449,-8.7483646830239
4.4,0.17,2.8075,31.0577376964006,-8.72440187098645
4.4,0.17,2.81,31.0586526859203,-8.70104493862317
4.4,0.17,2.8125,31.0589338917499,-8.67824788982404
4.4,0.17,2.815,31.0586186324797,-8.65596919212049
4.4,0.17,2.8175,31.0577413359178,-8.63417126580348
4.4,0.17,2.82,31.0563338030374,-8.61282004124348
4.4,0.17,2.8225,31.0544254446112,-8.59188457414973
4.4,0.17,2.825,31.0520434936381,-8.57133671021579
4.4,0.17,2.8275,31.0492131962961,-8.55115079199845
4.4,0.17,2.83,31.0459579838332,-8.53130340202657
4.4,0.17,2.8325,31.0422996275201,-8.51177313708182
4.4,0.17,2.835,31.0382583785383,-8.49254040937898
4.4,0.17,2.8375,31.0338530944527,-8.47358727102214
4.4,0.17,2.84,31.0291013537264,-8.45489725865594
4.4,0.17,2.8425,31.0240195595647,-8.43645525568384
4.4,0.17,2.845,31.0186230342229,-8.41824736980467
4.4,0.17,2.8475,31.0129261047863,-8.40026082393934
4.4,0.17,2.85,31.0069421813111,-8.38248385888721
4.4,0.17,2.8525,31.0006838281176,-8.36490564628184
4.4,0.17,2.855,30.9941628289352,-8.34751621060757
4.4,0.17,2.8575,30.987390246525,-8.3303063592036
4.4,0.17,2.86,30.9803764773311,-8.31326761932277
4.4,0.17,2.8625,30.9731313016578,-8.2963921814321
4.4,0.17,2.865,30.9656639298107,-8.27967284804455
4.4,0.17,2.8675,30.9579830445979,-8.26310298746067
4.4,0.17,2.87,30.9500968405398,-8.24667649187461
4.4,0.17,2.8725,30.9420130601051,-8.23038773936383
4.4,0.17,2.875,30.9337390272531,-8.21423155934028
4.4,0.17,2.8775,30.9252816785362,-8.19820320108824
4.4,0.17,2.88,30.9166475919882,-8.18229830505853
4.4,0.17,2.8825,30.9078430140032,-8.16651287662406
4.4,0.17,2.885,30.8988738843879,-8.15084326203603
4.4,0.17,2.8875,30.8897458597504,-8.1352861263472
4.4,0.17,2.89,30.8804643353757,-8.11983843309351
4.4,0.17,2.8925,30.8710344657183,-8.10449742554798
4.4,0.17,2.895,30.8614611836336,-8.08926060937875
4.4,0.17,2.8975,30.8517492184529,-8.07412573656053
4.4,0.17,2.9,30.8419031130016,-8.05909079040405
4.4,0.17,2.9025,30.8319272396431,-8.0441539715803
4.4,0.17,2.905,30.8218258154287,-8.02931368502842
4.4,0.17,2.9075,30.8116029164204,-8.01456852764718
4.4,0.17,2.91,30.8012624912497,-7.99991727667764
4.4,0.17,2.9125,30.7908083739642,-7.98535887869507
4.4,0.17,2.915,30.7802442962129,-7.97089243913348
4.4,0.17,2.9175,30.7695738988097,-7.95651721227458
4.4,0.17,2.92,30.7588007427131,-7.94223259163812
4.4,0.17,2.9225,30.7479283194529,-7.92803810071722
4.4,0.17,2.925,30.7369600610311,-7.91393338400584
4.4,0.17,2.9275,30.7258993493189,-7.89991819827244
4.4,0.17,2.93,30.7147495249688,-7.88599240403665
4.4,0.17,2.9325,30.7035138958554,-7.87215595721097
4.4,0.17,2.935,30.6921957450576,-7.85840890087339
4.4,0.17,2.9375,30.6807983383881,-7.84475135714025
4.4,0.17,2.94,30.6693249314767,-7.83118351911313
4.4,0.17,2.9425,30.6577787764091,-7.81770564287638
4.4,0.17,2.945,30.6461631279203,-7.80431803952612
4.4,0.17,2.9475,30.6344812491408,-7.79102106721464
4.4,0.17,2.95,30.6227364168917,-7.77781512319761
4.4,0.17,2.9525,30.61093192652,-7.76470063587493
4.4,0.17,2.955,30.59907109627,-7.75167805681972
4.4,0.17,2.9575,30.5871572711789,-7.73874785279263
4.4,0.17,2.96,30.5751938264886,-7.72591049774296
4.4,0.17,2.9625,30.5631841705627,-7.71316646480042
4.4,0.17,2.965,30.5511317472982,-7.70051621826529
4.4,0.17,2.9675,30.5390400380218,-7.687960205608
4.4,0.17,2.97,30.5269125628593,-7.67549884949167
4.4,0.17,2.9725,30.5147528815694,-7.66313253983529
4.4,0.17,2.975,30.5025645938336,-7.6508616259372
4.4,0.17,2.9775,30.4903513389936,-7.63868640868223
4.4,0.17,2.98,30.4781167952315,-7.62660713285805
4.4,0.17,2.9825,30.4658646781882,-7.61462397960919
4.4,0.17,2.985,30.4535987390203,-7.60273705905903
4.4,0.17,2.9875,30.4413227618937,-7.59094640313305
4.4,0.17,2.99,30.4290405609209,-7.57925195861691
